"age_group";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"60-69";"Dose One";2021-09-27;6;26953;0.870960560976515
"60-69";"Dose One";2021-09-28;5;26953;0.871146069083219
"60-69";"Dose One";2021-09-29;1;26953;0.87118317070456
"60-69";"Dose One";2021-09-30;3;26953;0.871294475568582
"60-69";"Dose One";2021-10-01;1;26953;0.871331577189923
"60-69";"Dose One";2021-10-04;2;26953;0.871405780432605
"60-69";"Dose One";2021-10-05;2;26953;0.871479983675287
"60-69";"Dose One";2021-10-06;3;26953;0.871591288539309
"60-69";"Dose One";2021-10-07;3;26953;0.871702593403332
"60-69";"Dose One";2021-10-08;4;26953;0.871850999888695
"60-69";"Dose One";2021-10-13;1;26953;0.871888101510036
"60-69";"Dose One";2021-10-14;3;26953;0.871999406374059
"60-69";"Dose One";2021-10-15;4;26953;0.872147812859422
"60-69";"Dose One";2021-10-16;1;26953;0.872184914480763
"60-69";"Dose One";2021-10-17;1;26953;0.872222016102104
"60-69";"Dose One";2021-10-18;2;26953;0.872296219344785
"60-69";"Dose One";2021-10-19;1;26953;0.872333320966126
"60-69";"Dose One";2021-10-20;3;26953;0.872444625830149
"60-69";"Dose One";2021-10-21;6;26953;0.872667235558194
"60-69";"Dose One";2021-10-22;5;26953;0.872852743664898
"60-69";"Dose One";2021-10-24;1;26953;0.872889845286239
"60-69";"Dose One";2021-10-25;1;26953;0.87292694690758
"60-69";"Dose One";2021-10-26;1;26953;0.872964048528921
"60-69";"Dose One";2021-10-27;4;26953;0.873112455014284
"60-69";"Dose One";2021-10-28;1;26953;0.873149556635625
"60-69";"Dose One";2021-10-29;2;26953;0.873223759878307
"60-69";"Dose One";2021-11-03;1;26953;0.873260861499648
"60-69";"Dose One";2021-11-04;1;26953;0.873297963120988
"60-69";"Dose One";2021-11-05;2;26953;0.87337216636367
"60-69";"Dose One";2021-11-06;1;26953;0.873409267985011
"60-69";"Dose One";2021-11-09;1;26953;0.873446369606352
"60-69";"Dose One";2021-11-10;4;26953;0.873594776091715
"60-69";"Dose One";2021-11-11;2;26953;0.873668979334397
"60-69";"Dose One";2021-11-12;4;26953;0.87381738581976
"60-69";"Dose One";2021-11-16;4;26953;0.873965792305124
"60-69";"Dose One";2021-11-17;4;26953;0.874114198790487
"60-69";"Dose One";2021-11-18;3;26953;0.87422550365451
"60-69";"Dose One";2021-11-19;3;26953;0.874336808518532
"60-69";"Dose One";2021-11-20;1;26953;0.874373910139873
"60-69";"Dose One";2021-11-23;2;26953;0.874448113382555
"60-69";"Dose One";2021-11-24;4;26953;0.874596519867918
"60-69";"Dose One";2021-11-25;7;26953;0.874856231217304
"60-69";"Dose One";2021-11-26;4;26953;0.875004637702668
"60-69";"Dose One";2021-11-27;1;26953;0.875041739324008
"60-69";"Dose One";2021-11-29;2;26953;0.87511594256669
"60-69";"Dose One";2021-11-30;3;26953;0.875227247430713
"60-69";"Dose One";2021-12-01;6;26953;0.875449857158758
"60-69";"Dose One";2021-12-02;7;26953;0.875709568508144
"60-69";"Dose One";2021-12-03;9;26953;0.876043483100212
"60-69";"Dose One";2021-12-04;3;26953;0.876154787964234
"60-69";"Dose One";2021-12-05;3;26953;0.876266092828257
"60-69";"Dose One";2021-12-07;3;26953;0.876377397692279
"60-69";"Dose One";2021-12-09;5;26953;0.876562905798983
"60-69";"Dose One";2021-12-10;5;26953;0.876748413905688
"60-69";"Dose One";2021-12-11;2;26953;0.876822617148369
"60-69";"Dose One";2021-12-12;1;26953;0.87685971876971
"60-69";"Dose One";2021-12-13;6;26953;0.877082328497755
"60-69";"Dose One";2021-12-14;6;26953;0.8773049382258
"60-69";"Dose One";2021-12-15;7;26953;0.877564649575186
"60-69";"Dose One";2021-12-16;8;26953;0.877861462545913
"60-69";"Dose One";2021-12-17;6;26953;0.878084072273958
"60-69";"Dose One";2021-12-18;1;26953;0.878121173895299
"60-69";"Dose One";2021-12-20;2;26953;0.878195377137981
"60-69";"Dose One";2021-12-21;9;26953;0.878529291730049
"60-69";"Dose One";2021-12-22;9;26953;0.878863206322116
"60-69";"Dose One";2021-12-23;6;26953;0.879085816050161
"60-69";"Dose One";2021-12-24;3;26953;0.879197120914184
"60-69";"Dose One";2021-12-27;5;26953;0.879382629020888
"60-69";"Dose One";2021-12-28;3;26953;0.879493933884911
"60-69";"Dose One";2021-12-29;2;26953;0.879568137127593
"60-69";"Dose One";2021-12-30;3;26953;0.879679441991615
"60-69";"Dose One";2022-01-04;4;26953;0.879827848476978
"60-69";"Dose One";2022-01-05;2;26953;0.87990205171966
"60-69";"Dose One";2022-01-07;2;26953;0.879976254962342
"60-69";"Dose One";2022-01-10;2;26953;0.880050458205024
"60-69";"Dose One";2022-01-11;3;26953;0.880161763069046
"60-69";"Dose One";2022-01-12;3;26953;0.880273067933069
"60-69";"Dose One";2022-01-13;3;26953;0.880384372797091
"60-69";"Dose One";2022-01-14;3;26953;0.880495677661114
"60-69";"Dose One";2022-01-16;1;26953;0.880532779282455
"60-69";"Dose One";2022-01-17;4;26953;0.880681185767818
"60-69";"Dose One";2022-01-18;2;26953;0.8807553890105
"60-69";"Dose One";2022-01-19;2;26953;0.880829592253181
"60-69";"Dose One";2022-01-20;2;26953;0.880903795495863
"60-69";"Dose One";2022-01-21;2;26953;0.880977998738545
"60-69";"Dose One";2022-01-22;1;26953;0.881015100359886
"60-69";"Dose One";2022-01-23;1;26953;0.881052201981227
"60-69";"Dose One";2022-01-25;2;26953;0.881126405223908
"60-69";"Dose One";2022-01-26;1;26953;0.881163506845249
"60-69";"Dose One";2022-01-27;5;26953;0.881349014951953
"60-69";"Dose One";2022-01-28;1;26953;0.881386116573294
"60-69";"Dose One";2022-01-29;1;26953;0.881423218194635
"60-69";"Dose One";2022-01-31;1;26953;0.881460319815976
"60-69";"Dose One";2022-02-01;1;26953;0.881497421437317
"60-69";"Dose One";2022-02-02;1;26953;0.881534523058658
"60-69";"Dose One";2022-02-07;1;26953;0.881571624679999
"60-69";"Dose One";2022-02-10;1;26953;0.881608726301339
"60-69";"Dose One";2022-02-12;1;26953;0.88164582792268
"60-69";"Dose One";2022-02-21;1;26953;0.881682929544021
"60-69";"Dose One";2022-02-24;1;26953;0.881720031165362
"60-69";"Dose One";2022-03-10;1;26953;0.881757132786703
"60-69";"Dose One";2022-03-11;1;26953;0.881794234408044
"60-69";"Dose One";2022-03-16;1;26953;0.881831336029384
"60-69";"Dose One";2022-03-31;1;26953;0.881868437650725
"60-69";"Dose One";2022-04-01;1;26953;0.881905539272066
"60-69";"Dose One";2022-04-11;1;26953;0.881942640893407
"60-69";"Dose One";2022-05-03;1;26953;0.881979742514748
"60-69";"Dose One";2022-05-12;1;26953;0.882016844136089
"60-69";"Dose One";2022-05-19;1;26953;0.88205394575743
"60-69";"Dose One";2022-06-16;1;26953;0.88209104737877
"60-69";"Dose One";2022-06-17;1;26953;0.882128149000111
"60-69";"Dose One";2022-06-29;1;26953;0.882165250621452
"60-69";"Dose One";NA;3176;26953;1
"60-69";"Dose Two";2021-01-20;1;26953;3.71016213408526e-05
"60-69";"Dose Two";2021-01-25;2;26953;0.000111304864022558
"60-69";"Dose Two";2021-01-26;9;26953;0.000445219456090231
"60-69";"Dose Two";2021-01-27;4;26953;0.000593625941453642
"60-69";"Dose Two";2021-01-28;15;26953;0.00115015026156643
"60-69";"Dose Two";2021-01-29;14;26953;0.00166957296033837
"60-69";"Dose Two";2021-01-30;4;26953;0.00181797944570178
"60-69";"Dose Two";2021-01-31;3;26953;0.00192928430972434
"60-69";"Dose Two";2021-02-01;14;26953;0.00244870700849627
"60-69";"Dose Two";2021-02-02;22;26953;0.00326494267799503
"60-69";"Dose Two";2021-02-03;21;26953;0.00404407672615293
"60-69";"Dose Two";2021-02-04;19;26953;0.00474900753162913
"60-69";"Dose Two";2021-02-05;26;26953;0.0057136496864913
"60-69";"Dose Two";2021-02-06;7;26953;0.00597336103587727
"60-69";"Dose Two";2021-02-07;1;26953;0.00601046265721812
"60-69";"Dose Two";2021-02-08;14;26953;0.00652988535599006
"60-69";"Dose Two";2021-02-09;28;26953;0.00756873075353393
"60-69";"Dose Two";2021-02-10;10;26953;0.00793974696694246
"60-69";"Dose Two";2021-02-11;18;26953;0.0086075761510778
"60-69";"Dose Two";2021-02-12;16;26953;0.00920120209253144
"60-69";"Dose Two";2021-02-13;4;26953;0.00934960857789485
"60-69";"Dose Two";2021-02-14;1;26953;0.00938671019923571
"60-69";"Dose Two";2021-02-15;3;26953;0.00949801506325827
"60-69";"Dose Two";2021-02-16;3;26953;0.00960931992728082
"60-69";"Dose Two";2021-02-17;1;26953;0.00964642154862167
"60-69";"Dose Two";2021-02-18;2;26953;0.00972062479130338
"60-69";"Dose Two";2021-02-19;2;26953;0.00979482803398509
"60-69";"Dose Two";2021-02-23;3;26953;0.00990613289800764
"60-69";"Dose Two";2021-02-24;1;26953;0.0099432345193485
"60-69";"Dose Two";2021-03-01;1;26953;0.00998033614068935
"60-69";"Dose Two";2021-03-03;1;26953;0.0100174377620302
"60-69";"Dose Two";2021-03-04;4;26953;0.0101658442473936
"60-69";"Dose Two";2021-03-05;14;26953;0.0106852669461655
"60-69";"Dose Two";2021-03-06;4;26953;0.010833673431529
"60-69";"Dose Two";2021-03-08;13;26953;0.01131599450896
"60-69";"Dose Two";2021-03-09;7;26953;0.011575705858346
"60-69";"Dose Two";2021-03-10;14;26953;0.0120951285571179
"60-69";"Dose Two";2021-03-11;42;26953;0.0136533966534338
"60-69";"Dose Two";2021-03-12;49;26953;0.0154713760991355
"60-69";"Dose Two";2021-03-13;3;26953;0.0155826809631581
"60-69";"Dose Two";2021-03-15;14;26953;0.01610210366193
"60-69";"Dose Two";2021-03-16;55;26953;0.0181426928356769
"60-69";"Dose Two";2021-03-17;95;26953;0.0216673468630579
"60-69";"Dose Two";2021-03-18;106;26953;0.0256001187251883
"60-69";"Dose Two";2021-03-19;71;26953;0.0282343338403888
"60-69";"Dose Two";2021-03-20;3;26953;0.0283456387044114
"60-69";"Dose Two";2021-03-22;12;26953;0.0287908581605016
"60-69";"Dose Two";2021-03-23;37;26953;0.0301636181501132
"60-69";"Dose Two";2021-03-24;73;26953;0.0328720365079954
"60-69";"Dose Two";2021-03-25;54;26953;0.0348755240604014
"60-69";"Dose Two";2021-03-26;35;26953;0.0361740808073313
"60-69";"Dose Two";2021-03-27;1;26953;0.0362111824286721
"60-69";"Dose Two";2021-03-29;14;26953;0.0367306051274441
"60-69";"Dose Two";2021-03-30;25;26953;0.0376581456609654
"60-69";"Dose Two";2021-03-31;37;26953;0.0390309056505769
"60-69";"Dose Two";2021-04-01;35;26953;0.0403294623975068
"60-69";"Dose Two";2021-04-02;1;26953;0.0403665640188476
"60-69";"Dose Two";2021-04-03;10;26953;0.0407375802322561
"60-69";"Dose Two";2021-04-06;19;26953;0.0414425110377323
"60-69";"Dose Two";2021-04-07;33;26953;0.0426668645419805
"60-69";"Dose Two";2021-04-08;29;26953;0.0437428115608652
"60-69";"Dose Two";2021-04-09;30;26953;0.0448558602010908
"60-69";"Dose Two";2021-04-12;5;26953;0.0450413683077951
"60-69";"Dose Two";2021-04-13;8;26953;0.0453381812785219
"60-69";"Dose Two";2021-04-14;30;26953;0.0464512299187474
"60-69";"Dose Two";2021-04-15;76;26953;0.0492709531406522
"60-69";"Dose Two";2021-04-16;73;26953;0.0519793714985345
"60-69";"Dose Two";2021-04-19;102;26953;0.0557637368753015
"60-69";"Dose Two";2021-04-20;67;26953;0.0582495455051386
"60-69";"Dose Two";2021-04-21;163;26953;0.0642971097836975
"60-69";"Dose Two";2021-04-22;242;26953;0.0732757021481839
"60-69";"Dose Two";2021-04-23;118;26953;0.0776536934664045
"60-69";"Dose Two";2021-04-24;4;26953;0.0778020999517679
"60-69";"Dose Two";2021-04-26;137;26953;0.0828850220754647
"60-69";"Dose Two";2021-04-27;147;26953;0.08833896041257
"60-69";"Dose Two";2021-04-28;188;26953;0.0953140652246503
"60-69";"Dose Two";2021-04-29;97;26953;0.098912922494713
"60-69";"Dose Two";2021-04-30;48;26953;0.100693800319074
"60-69";"Dose Two";2021-05-03;10;26953;0.101064816532482
"60-69";"Dose Two";2021-05-04;141;26953;0.106296145141543
"60-69";"Dose Two";2021-05-05;120;26953;0.110748339702445
"60-69";"Dose Two";2021-05-06;133;26953;0.115682855340778
"60-69";"Dose Two";2021-05-07;87;26953;0.118910696397433
"60-69";"Dose Two";2021-05-10;94;26953;0.122398248803473
"60-69";"Dose Two";2021-05-11;85;26953;0.125551886617445
"60-69";"Dose Two";2021-05-12;80;26953;0.128520016324713
"60-69";"Dose Two";2021-05-13;120;26953;0.132972210885616
"60-69";"Dose Two";2021-05-14;87;26953;0.13620005194227
"60-69";"Dose Two";2021-05-15;1;26953;0.136237153563611
"60-69";"Dose Two";2021-05-17;74;26953;0.138982673542834
"60-69";"Dose Two";2021-05-18;78;26953;0.14187660000742
"60-69";"Dose Two";2021-05-19;76;26953;0.144696323229325
"60-69";"Dose Two";2021-05-20;85;26953;0.147849961043298
"60-69";"Dose Two";2021-05-21;195;26953;0.155084777204764
"60-69";"Dose Two";2021-05-22;135;26953;0.160093496085779
"60-69";"Dose Two";2021-05-23;129;26953;0.164879605238749
"60-69";"Dose Two";2021-05-24;90;26953;0.168218751159426
"60-69";"Dose Two";2021-05-25;307;26953;0.179608948911067
"60-69";"Dose Two";2021-05-26;136;26953;0.184654769413423
"60-69";"Dose Two";2021-05-27;120;26953;0.189106963974326
"60-69";"Dose Two";2021-05-28;262;26953;0.198827588765629
"60-69";"Dose Two";2021-05-29;81;26953;0.201832820094238
"60-69";"Dose Two";2021-05-30;59;26953;0.204021815753348
"60-69";"Dose Two";2021-05-31;123;26953;0.208585315178273
"60-69";"Dose Two";2021-06-01;113;26953;0.21277779838979
"60-69";"Dose Two";2021-06-02;93;26953;0.216228249174489
"60-69";"Dose Two";2021-06-03;89;26953;0.219530293473825
"60-69";"Dose Two";2021-06-04;137;26953;0.224613215597522
"60-69";"Dose Two";2021-06-05;19;26953;0.225318146402998
"60-69";"Dose Two";2021-06-06;4;26953;0.225466552888361
"60-69";"Dose Two";2021-06-07;41;26953;0.226987719363336
"60-69";"Dose Two";2021-06-08;57;26953;0.229102511779765
"60-69";"Dose Two";2021-06-09;65;26953;0.23151411716692
"60-69";"Dose Two";2021-06-10;57;26953;0.233628909583349
"60-69";"Dose Two";2021-06-11;48;26953;0.23540978740771
"60-69";"Dose Two";2021-06-12;3;26953;0.235521092271732
"60-69";"Dose Two";2021-06-14;21;26953;0.23630022631989
"60-69";"Dose Two";2021-06-15;197;26953;0.243609245724038
"60-69";"Dose Two";2021-06-16;448;26953;0.26023077208474
"60-69";"Dose Two";2021-06-17;433;26953;0.276295774125329
"60-69";"Dose Two";2021-06-18;378;26953;0.290320186992172
"60-69";"Dose Two";2021-06-19;333;26953;0.302675026898675
"60-69";"Dose Two";2021-06-20;354;26953;0.315809000853337
"60-69";"Dose Two";2021-06-21;767;26953;0.344265944421771
"60-69";"Dose Two";2021-06-22;1067;26953;0.383853374392461
"60-69";"Dose Two";2021-06-23;539;26953;0.40385114829518
"60-69";"Dose Two";2021-06-24;199;26953;0.41123437094201
"60-69";"Dose Two";2021-06-25;553;26953;0.431751567543502
"60-69";"Dose Two";2021-06-26;534;26953;0.451563833339517
"60-69";"Dose Two";2021-06-27;241;26953;0.460505324082662
"60-69";"Dose Two";2021-06-28;491;26953;0.478722220161021
"60-69";"Dose Two";2021-06-29;517;26953;0.497903758394242
"60-69";"Dose Two";2021-06-30;409;26953;0.513078321522651
"60-69";"Dose Two";2021-07-01;748;26953;0.540830334285608
"60-69";"Dose Two";2021-07-02;463;26953;0.558008384966423
"60-69";"Dose Two";2021-07-03;340;26953;0.570622936222313
"60-69";"Dose Two";2021-07-04;280;26953;0.581011390197752
"60-69";"Dose Two";2021-07-05;548;26953;0.601343078692539
"60-69";"Dose Two";2021-07-06;681;26953;0.62660928282566
"60-69";"Dose Two";2021-07-07;895;26953;0.659815233925722
"60-69";"Dose Two";2021-07-08;515;26953;0.678922568916262
"60-69";"Dose Two";2021-07-09;418;26953;0.694431046636738
"60-69";"Dose Two";2021-07-10;310;26953;0.705932549252402
"60-69";"Dose Two";2021-07-11;171;26953;0.712276926501688
"60-69";"Dose Two";2021-07-12;276;26953;0.722516973991763
"60-69";"Dose Two";2021-07-13;201;26953;0.729974399881275
"60-69";"Dose Two";2021-07-14;165;26953;0.736096167402515
"60-69";"Dose Two";2021-07-15;324;26953;0.748117092716952
"60-69";"Dose Two";2021-07-16;200;26953;0.755537416985122
"60-69";"Dose Two";2021-07-17;87;26953;0.758765258041776
"60-69";"Dose Two";2021-07-18;41;26953;0.760286424516751
"60-69";"Dose Two";2021-07-19;63;26953;0.762623826661225
"60-69";"Dose Two";2021-07-20;155;26953;0.768374577969057
"60-69";"Dose Two";2021-07-21;131;26953;0.773234890364709
"60-69";"Dose Two";2021-07-22;175;26953;0.779727674099358
"60-69";"Dose Two";2021-07-23;103;26953;0.783549141097466
"60-69";"Dose Two";2021-07-24;25;26953;0.784476681630987
"60-69";"Dose Two";2021-07-25;13;26953;0.784959002708418
"60-69";"Dose Two";2021-07-26;49;26953;0.78677698215412
"60-69";"Dose Two";2021-07-27;38;26953;0.788186843765073
"60-69";"Dose Two";2021-07-28;40;26953;0.789670908618707
"60-69";"Dose Two";2021-07-29;53;26953;0.791637294549772
"60-69";"Dose Two";2021-07-30;49;26953;0.793455273995474
"60-69";"Dose Two";2021-07-31;5;26953;0.793640782102178
"60-69";"Dose Two";2021-08-02;15;26953;0.794197306422291
"60-69";"Dose Two";2021-08-03;19;26953;0.794902237227767
"60-69";"Dose Two";2021-08-04;20;26953;0.795644269654584
"60-69";"Dose Two";2021-08-05;17;26953;0.796274997217378
"60-69";"Dose Two";2021-08-06;24;26953;0.797165436129559
"60-69";"Dose Two";2021-08-07;3;26953;0.797276740993581
"60-69";"Dose Two";2021-08-08;1;26953;0.797313842614922
"60-69";"Dose Two";2021-08-09;5;26953;0.797499350721627
"60-69";"Dose Two";2021-08-10;7;26953;0.797759062071013
"60-69";"Dose Two";2021-08-11;10;26953;0.798130078284421
"60-69";"Dose Two";2021-08-12;12;26953;0.798575297740511
"60-69";"Dose Two";2021-08-13;18;26953;0.799243126924647
"60-69";"Dose Two";2021-08-14;5;26953;0.799428635031351
"60-69";"Dose Two";2021-08-16;10;26953;0.799799651244759
"60-69";"Dose Two";2021-08-17;13;26953;0.80028197232219
"60-69";"Dose Two";2021-08-18;7;26953;0.800541683671576
"60-69";"Dose Two";2021-08-19;13;26953;0.801024004749007
"60-69";"Dose Two";2021-08-20;11;26953;0.801432122583757
"60-69";"Dose Two";2021-08-21;1;26953;0.801469224205098
"60-69";"Dose Two";2021-08-23;5;26953;0.801654732311802
"60-69";"Dose Two";2021-08-24;9;26953;0.80198864690387
"60-69";"Dose Two";2021-08-25;19;26953;0.802693577709346
"60-69";"Dose Two";2021-08-26;23;26953;0.803546915000185
"60-69";"Dose Two";2021-08-27;10;26953;0.803917931213594
"60-69";"Dose Two";2021-08-28;4;26953;0.804066337698957
"60-69";"Dose Two";2021-08-29;4;26953;0.804214744184321
"60-69";"Dose Two";2021-08-30;2;26953;0.804288947427003
"60-69";"Dose Two";2021-08-31;14;26953;0.804808370125774
"60-69";"Dose Two";2021-09-01;13;26953;0.805290691203206
"60-69";"Dose Two";2021-09-02;24;26953;0.806181130115386
"60-69";"Dose Two";2021-09-03;9;26953;0.806515044707454
"60-69";"Dose Two";2021-09-04;5;26953;0.806700552814158
"60-69";"Dose Two";2021-09-05;2;26953;0.80677475605684
"60-69";"Dose Two";2021-09-06;7;26953;0.807034467406226
"60-69";"Dose Two";2021-09-07;12;26953;0.807479686862316
"60-69";"Dose Two";2021-09-08;11;26953;0.807887804697065
"60-69";"Dose Two";2021-09-09;13;26953;0.808370125774496
"60-69";"Dose Two";2021-09-10;14;26953;0.808889548473268
"60-69";"Dose Two";2021-09-12;1;26953;0.808926650094609
"60-69";"Dose Two";2021-09-13;3;26953;0.809037954958632
"60-69";"Dose Two";2021-09-14;7;26953;0.809297666308018
"60-69";"Dose Two";2021-09-15;6;26953;0.809520276036063
"60-69";"Dose Two";2021-09-16;12;26953;0.809965495492153
"60-69";"Dose Two";2021-09-17;6;26953;0.810188105220198
"60-69";"Dose Two";2021-09-18;2;26953;0.81026230846288
"60-69";"Dose Two";2021-09-19;1;26953;0.810299410084221
"60-69";"Dose Two";2021-09-20;1;26953;0.810336511705562
"60-69";"Dose Two";2021-09-21;9;26953;0.810670426297629
"60-69";"Dose Two";2021-09-22;5;26953;0.810855934404333
"60-69";"Dose Two";2021-09-23;9;26953;0.811189848996401
"60-69";"Dose Two";2021-09-24;8;26953;0.811486661967128
"60-69";"Dose Two";2021-09-25;1;26953;0.811523763588469
"60-69";"Dose Two";2021-09-26;1;26953;0.81156086520981
"60-69";"Dose Two";2021-09-27;2;26953;0.811635068452491
"60-69";"Dose Two";2021-09-28;5;26953;0.811820576559196
"60-69";"Dose Two";2021-09-29;5;26953;0.8120060846659
"60-69";"Dose Two";2021-09-30;9;26953;0.812339999257968
"60-69";"Dose Two";2021-10-01;5;26953;0.812525507364672
"60-69";"Dose Two";2021-10-05;10;26953;0.81289652357808
"60-69";"Dose Two";2021-10-06;3;26953;0.813007828442103
"60-69";"Dose Two";2021-10-07;9;26953;0.813341743034171
"60-69";"Dose Two";2021-10-08;9;26953;0.813675657626238
"60-69";"Dose Two";2021-10-09;1;26953;0.813712759247579
"60-69";"Dose Two";2021-10-11;1;26953;0.81374986086892
"60-69";"Dose Two";2021-10-13;2;26953;0.813824064111602
"60-69";"Dose Two";2021-10-14;4;26953;0.813972470596965
"60-69";"Dose Two";2021-10-15;1;26953;0.814009572218306
"60-69";"Dose Two";2021-10-18;7;26953;0.814269283567692
"60-69";"Dose Two";2021-10-19;2;26953;0.814343486810374
"60-69";"Dose Two";2021-10-20;1;26953;0.814380588431714
"60-69";"Dose Two";2021-10-21;5;26953;0.814566096538419
"60-69";"Dose Two";2021-10-22;2;26953;0.8146402997811
"60-69";"Dose Two";2021-10-26;7;26953;0.814900011130486
"60-69";"Dose Two";2021-10-27;1;26953;0.814937112751827
"60-69";"Dose Two";2021-10-28;3;26953;0.81504841761585
"60-69";"Dose Two";2021-10-29;5;26953;0.815233925722554
"60-69";"Dose Two";2021-10-30;1;26953;0.815271027343895
"60-69";"Dose Two";2021-11-02;5;26953;0.815456535450599
"60-69";"Dose Two";2021-11-03;5;26953;0.815642043557303
"60-69";"Dose Two";2021-11-04;5;26953;0.815827551664008
"60-69";"Dose Two";2021-11-05;9;26953;0.816161466256075
"60-69";"Dose Two";2021-11-08;2;26953;0.816235669498757
"60-69";"Dose Two";2021-11-09;9;26953;0.816569584090825
"60-69";"Dose Two";2021-11-10;3;26953;0.816680888954847
"60-69";"Dose Two";2021-11-11;6;26953;0.816903498682892
"60-69";"Dose Two";2021-11-12;10;26953;0.817274514896301
"60-69";"Dose Two";2021-11-15;6;26953;0.817497124624346
"60-69";"Dose Two";2021-11-16;14;26953;0.818016547323118
"60-69";"Dose Two";2021-11-17;20;26953;0.818758579749935
"60-69";"Dose Two";2021-11-18;13;26953;0.819240900827366
"60-69";"Dose Two";2021-11-19;8;26953;0.819537713798093
"60-69";"Dose Two";2021-11-20;1;26953;0.819574815419434
"60-69";"Dose Two";2021-11-21;4;26953;0.819723221904797
"60-69";"Dose Two";2021-11-22;9;26953;0.820057136496865
"60-69";"Dose Two";2021-11-23;35;26953;0.821355693243795
"60-69";"Dose Two";2021-11-24;39;26953;0.822802656476088
"60-69";"Dose Two";2021-11-25;28;26953;0.823841501873632
"60-69";"Dose Two";2021-11-26;35;26953;0.825140058620562
"60-69";"Dose Two";2021-11-27;17;26953;0.825770786183356
"60-69";"Dose Two";2021-11-28;6;26953;0.825993395911401
"60-69";"Dose Two";2021-11-29;15;26953;0.826549920231514
"60-69";"Dose Two";2021-11-30;25;26953;0.827477460765035
"60-69";"Dose Two";2021-12-01;38;26953;0.828887322375988
"60-69";"Dose Two";2021-12-02;42;26953;0.830445590472304
"60-69";"Dose Two";2021-12-03;44;26953;0.832078061811301
"60-69";"Dose Two";2021-12-04;6;26953;0.832300671539346
"60-69";"Dose Two";2021-12-05;1;26953;0.832337773160687
"60-69";"Dose Two";2021-12-07;9;26953;0.832671687752755
"60-69";"Dose Two";2021-12-08;2;26953;0.832745890995436
"60-69";"Dose Two";2021-12-09;23;26953;0.833599228286276
"60-69";"Dose Two";2021-12-10;23;26953;0.834452565577116
"60-69";"Dose Two";2021-12-11;9;26953;0.834786480169183
"60-69";"Dose Two";2021-12-12;2;26953;0.834860683411865
"60-69";"Dose Two";2021-12-13;15;26953;0.835417207731978
"60-69";"Dose Two";2021-12-14;44;26953;0.837049679070975
"60-69";"Dose Two";2021-12-15;41;26953;0.83857084554595
"60-69";"Dose Two";2021-12-16;38;26953;0.839980707156903
"60-69";"Dose Two";2021-12-17;38;26953;0.841390568767855
"60-69";"Dose Two";2021-12-18;10;26953;0.841761584981264
"60-69";"Dose Two";2021-12-19;2;26953;0.841835788223945
"60-69";"Dose Two";2021-12-20;23;26953;0.842689125514785
"60-69";"Dose Two";2021-12-21;34;26953;0.843950580640374
"60-69";"Dose Two";2021-12-22;32;26953;0.845137832523281
"60-69";"Dose Two";2021-12-23;27;26953;0.846139576299484
"60-69";"Dose Two";2021-12-24;9;26953;0.846473490891552
"60-69";"Dose Two";2021-12-27;8;26953;0.846770303862279
"60-69";"Dose Two";2021-12-28;18;26953;0.847438133046414
"60-69";"Dose Two";2021-12-29;16;26953;0.848031758987868
"60-69";"Dose Two";2021-12-30;16;26953;0.848625384929321
"60-69";"Dose Two";2021-12-31;8;26953;0.848922197900048
"60-69";"Dose Two";2022-01-02;5;26953;0.849107706006752
"60-69";"Dose Two";2022-01-03;9;26953;0.84944162059882
"60-69";"Dose Two";2022-01-04;16;26953;0.850035246540274
"60-69";"Dose Two";2022-01-05;9;26953;0.850369161132342
"60-69";"Dose Two";2022-01-07;10;26953;0.85074017734575
"60-69";"Dose Two";2022-01-08;4;26953;0.850888583831113
"60-69";"Dose Two";2022-01-09;2;26953;0.850962787073795
"60-69";"Dose Two";2022-01-10;6;26953;0.85118539680184
"60-69";"Dose Two";2022-01-11;18;26953;0.851853225985976
"60-69";"Dose Two";2022-01-12;17;26953;0.85248395354877
"60-69";"Dose Two";2022-01-13;24;26953;0.853374392460951
"60-69";"Dose Two";2022-01-14;15;26953;0.853930916781063
"60-69";"Dose Two";2022-01-15;5;26953;0.854116424887768
"60-69";"Dose Two";2022-01-16;3;26953;0.85422772975179
"60-69";"Dose Two";2022-01-17;10;26953;0.854598745965199
"60-69";"Dose Two";2022-01-18;14;26953;0.855118168663971
"60-69";"Dose Two";2022-01-19;15;26953;0.855674692984083
"60-69";"Dose Two";2022-01-20;15;26953;0.856231217304196
"60-69";"Dose Two";2022-01-21;11;26953;0.856639335138946
"60-69";"Dose Two";2022-01-22;1;26953;0.856676436760286
"60-69";"Dose Two";2022-01-23;1;26953;0.856713538381627
"60-69";"Dose Two";2022-01-24;6;26953;0.856936148109672
"60-69";"Dose Two";2022-01-25;9;26953;0.85727006270174
"60-69";"Dose Two";2022-01-26;7;26953;0.857529774051126
"60-69";"Dose Two";2022-01-27;9;26953;0.857863688643194
"60-69";"Dose Two";2022-01-28;4;26953;0.858012095128557
"60-69";"Dose Two";2022-01-29;2;26953;0.858086298371239
"60-69";"Dose Two";2022-01-30;1;26953;0.85812339999258
"60-69";"Dose Two";2022-01-31;3;26953;0.858234704856602
"60-69";"Dose Two";2022-02-01;9;26953;0.85856861944867
