"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"n"
2021-06-26;"Dose Two";"2";171
2021-06-26;"Dose Two";"3";167
2021-06-26;"Dose Two";"4";165
2021-06-27;"Dose One";"0";37
2021-06-27;"Dose One";"1";27
2021-06-27;"Dose One";"2";32
2021-06-27;"Dose One";"3";23
2021-06-27;"Dose One";"4";14
2021-06-27;"Dose Two";"0";81
2021-06-27;"Dose Two";"1";105
2021-06-27;"Dose Two";"2";90
2021-06-27;"Dose Two";"3";87
2021-06-27;"Dose Two";"4";87
2021-06-28;"Dose One";"0";68
2021-06-28;"Dose One";"1";56
2021-06-28;"Dose One";"2";35
2021-06-28;"Dose One";"3";34
2021-06-28;"Dose One";"4";55
2021-06-28;"Dose Two";"0";198
2021-06-28;"Dose Two";"1";214
2021-06-28;"Dose Two";"2";193
2021-06-28;"Dose Two";"3";183
2021-06-28;"Dose Two";"4";181
2021-06-29;"Dose One";"0";99
2021-06-29;"Dose One";"1";60
2021-06-29;"Dose One";"2";56
2021-06-29;"Dose One";"3";51
2021-06-29;"Dose One";"4";33
2021-06-29;"Dose Two";"0";187
2021-06-29;"Dose Two";"1";214
2021-06-29;"Dose Two";"2";183
2021-06-29;"Dose Two";"3";195
2021-06-29;"Dose Two";"4";166
2021-06-30;"Dose One";"0";89
2021-06-30;"Dose One";"1";71
2021-06-30;"Dose One";"2";64
2021-06-30;"Dose One";"3";58
2021-06-30;"Dose One";"4";40
2021-06-30;"Dose Two";"0";174
2021-06-30;"Dose Two";"1";194
2021-06-30;"Dose Two";"2";170
2021-06-30;"Dose Two";"3";171
2021-06-30;"Dose Two";"4";138
2021-07-01;"Dose One";"0";80
2021-07-01;"Dose One";"1";47
2021-07-01;"Dose One";"2";39
2021-07-01;"Dose One";"3";38
2021-07-01;"Dose One";"4";41
2021-07-01;"Dose Two";"0";226
2021-07-01;"Dose Two";"1";281
2021-07-01;"Dose Two";"2";243
2021-07-01;"Dose Two";"3";250
2021-07-01;"Dose Two";"4";219
2021-07-02;"Dose One";"0";89
2021-07-02;"Dose One";"1";66
2021-07-02;"Dose One";"2";37
2021-07-02;"Dose One";"3";47
2021-07-02;"Dose One";"4";29
2021-07-02;"Dose Two";"0";221
2021-07-02;"Dose Two";"1";256
2021-07-02;"Dose Two";"2";213
2021-07-02;"Dose Two";"3";215
2021-07-02;"Dose Two";"4";197
2021-07-03;"Dose One";"0";29
2021-07-03;"Dose One";"1";25
2021-07-03;"Dose One";"2";25
2021-07-03;"Dose One";"3";14
2021-07-03;"Dose One";"4";9
2021-07-03;"Dose Two";"0";107
2021-07-03;"Dose Two";"1";121
2021-07-03;"Dose Two";"2";101
2021-07-03;"Dose Two";"3";115
2021-07-03;"Dose Two";"4";104
2021-07-04;"Dose One";"0";34
2021-07-04;"Dose One";"1";17
2021-07-04;"Dose One";"2";20
2021-07-04;"Dose One";"3";13
2021-07-04;"Dose One";"4";15
2021-07-04;"Dose Two";"0";71
2021-07-04;"Dose Two";"1";76
2021-07-04;"Dose Two";"2";86
2021-07-04;"Dose Two";"3";86
2021-07-04;"Dose Two";"4";84
2021-07-05;"Dose One";"0";47
2021-07-05;"Dose One";"1";34
2021-07-05;"Dose One";"2";19
2021-07-05;"Dose One";"3";22
2021-07-05;"Dose One";"4";17
2021-07-05;"Dose Two";"0";185
2021-07-05;"Dose Two";"1";213
2021-07-05;"Dose Two";"2";203
2021-07-05;"Dose Two";"3";218
2021-07-05;"Dose Two";"4";197
2021-07-06;"Dose One";"0";58
2021-07-06;"Dose One";"1";36
2021-07-06;"Dose One";"2";29
2021-07-06;"Dose One";"3";24
2021-07-06;"Dose One";"4";13
2021-07-06;"Dose Two";"0";232
2021-07-06;"Dose Two";"1";262
2021-07-06;"Dose Two";"2";247
2021-07-06;"Dose Two";"3";229
2021-07-06;"Dose Two";"4";193
2021-07-07;"Dose One";"0";54
2021-07-07;"Dose One";"1";29
2021-07-07;"Dose One";"2";18
2021-07-07;"Dose One";"3";19
2021-07-07;"Dose One";"4";25
2021-07-07;"Dose Two";"0";276
2021-07-07;"Dose Two";"1";316
2021-07-07;"Dose Two";"2";264
2021-07-07;"Dose Two";"3";276
2021-07-07;"Dose Two";"4";261
2021-07-08;"Dose One";"0";73
2021-07-08;"Dose One";"1";40
2021-07-08;"Dose One";"2";22
2021-07-08;"Dose One";"3";27
2021-07-08;"Dose One";"4";25
2021-07-08;"Dose Two";"0";174
2021-07-08;"Dose Two";"1";181
2021-07-08;"Dose Two";"2";215
2021-07-08;"Dose Two";"3";168
2021-07-08;"Dose Two";"4";171
2021-07-09;"Dose One";"0";51
2021-07-09;"Dose One";"1";33
2021-07-09;"Dose One";"2";20
2021-07-09;"Dose One";"3";22
2021-07-09;"Dose One";"4";9
2021-07-09;"Dose Two";"0";188
2021-07-09;"Dose Two";"1";207
2021-07-09;"Dose Two";"2";184
2021-07-09;"Dose Two";"3";161
2021-07-09;"Dose Two";"4";147
2021-07-09;"Booster";"3";1
2021-07-10;"Dose One";"0";30
2021-07-10;"Dose One";"1";22
2021-07-10;"Dose One";"2";8
2021-07-10;"Dose One";"3";7
2021-07-10;"Dose One";"4";5
2021-07-10;"Dose Two";"0";117
2021-07-10;"Dose Two";"1";142
2021-07-10;"Dose Two";"2";117
2021-07-10;"Dose Two";"3";107
2021-07-10;"Dose Two";"4";95
2021-07-10;"Booster";"3";1
2021-07-11;"Dose One";"0";26
2021-07-11;"Dose One";"1";10
2021-07-11;"Dose One";"2";6
2021-07-11;"Dose One";"3";7
2021-07-11;"Dose One";"4";4
2021-07-11;"Dose Two";"0";63
2021-07-11;"Dose Two";"1";61
2021-07-11;"Dose Two";"2";67
2021-07-11;"Dose Two";"3";55
2021-07-11;"Dose Two";"4";49
2021-07-12;"Dose One";"0";31
2021-07-12;"Dose One";"1";29
2021-07-12;"Dose One";"2";12
2021-07-12;"Dose One";"3";10
2021-07-12;"Dose One";"4";16
2021-07-12;"Dose Two";"0";148
2021-07-12;"Dose Two";"1";132
2021-07-12;"Dose Two";"2";115
2021-07-12;"Dose Two";"3";117
2021-07-12;"Dose Two";"4";101
2021-07-13;"Dose One";"0";26
2021-07-13;"Dose One";"1";26
2021-07-13;"Dose One";"2";14
2021-07-13;"Dose One";"3";8
2021-07-13;"Dose One";"4";13
2021-07-13;"Dose Two";"0";143
2021-07-13;"Dose Two";"1";114
2021-07-13;"Dose Two";"2";80
2021-07-13;"Dose Two";"3";106
2021-07-13;"Dose Two";"4";86
2021-07-14;"Dose One";"0";46
2021-07-14;"Dose One";"1";40
2021-07-14;"Dose One";"2";26
2021-07-14;"Dose One";"3";16
2021-07-14;"Dose One";"4";26
2021-07-14;"Dose Two";"0";107
2021-07-14;"Dose Two";"1";118
2021-07-14;"Dose Two";"2";76
2021-07-14;"Dose Two";"3";79
2021-07-14;"Dose Two";"4";75
2021-07-15;"Dose One";"0";73
2021-07-15;"Dose One";"1";49
2021-07-15;"Dose One";"2";25
2021-07-15;"Dose One";"3";38
2021-07-15;"Dose One";"4";28
2021-07-15;"Dose Two";"0";97
2021-07-15;"Dose Two";"1";126
2021-07-15;"Dose Two";"2";103
2021-07-15;"Dose Two";"3";116
2021-07-15;"Dose Two";"4";97
2021-07-16;"Dose One";"0";37
2021-07-16;"Dose One";"1";25
2021-07-16;"Dose One";"2";26
2021-07-16;"Dose One";"3";22
2021-07-16;"Dose One";"4";17
2021-07-16;"Dose Two";"0";118
2021-07-16;"Dose Two";"1";130
2021-07-16;"Dose Two";"2";96
2021-07-16;"Dose Two";"3";114
2021-07-16;"Dose Two";"4";89
2021-07-17;"Dose One";"0";7
2021-07-17;"Dose One";"1";8
2021-07-17;"Dose One";"2";11
2021-07-17;"Dose One";"3";6
2021-07-17;"Dose One";"4";5
2021-07-17;"Dose Two";"0";40
2021-07-17;"Dose Two";"1";48
2021-07-17;"Dose Two";"2";37
2021-07-17;"Dose Two";"3";34
2021-07-17;"Dose Two";"4";44
2021-07-18;"Dose One";"0";8
2021-07-18;"Dose One";"1";3
2021-07-18;"Dose One";"2";2
2021-07-18;"Dose One";"3";4
2021-07-18;"Dose One";"4";2
2021-07-18;"Dose Two";"0";36
2021-07-18;"Dose Two";"1";25
2021-07-18;"Dose Two";"2";29
2021-07-18;"Dose Two";"3";35
2021-07-18;"Dose Two";"4";26
2021-07-19;"Dose One";"0";16
2021-07-19;"Dose One";"1";13
2021-07-19;"Dose One";"2";7
2021-07-19;"Dose One";"3";6
2021-07-19;"Dose One";"4";7
2021-07-19;"Dose Two";"0";76
2021-07-19;"Dose Two";"1";92
2021-07-19;"Dose Two";"2";51
2021-07-19;"Dose Two";"3";52
2021-07-19;"Dose Two";"4";55
2021-07-20;"Dose One";"0";29
2021-07-20;"Dose One";"1";28
2021-07-20;"Dose One";"2";18
2021-07-20;"Dose One";"3";16
2021-07-20;"Dose One";"4";15
2021-07-20;"Dose Two";"0";88
2021-07-20;"Dose Two";"1";67
2021-07-20;"Dose Two";"2";62
2021-07-20;"Dose Two";"3";63
2021-07-20;"Dose Two";"4";51
2021-07-21;"Dose One";"0";28
2021-07-21;"Dose One";"1";15
2021-07-21;"Dose One";"2";14
2021-07-21;"Dose One";"3";7
2021-07-21;"Dose One";"4";10
2021-07-21;"Dose Two";"0";88
2021-07-21;"Dose Two";"1";95
2021-07-21;"Dose Two";"2";70
2021-07-21;"Dose Two";"3";68
2021-07-21;"Dose Two";"4";49
2021-07-22;"Dose One";"0";41
2021-07-22;"Dose One";"1";29
2021-07-22;"Dose One";"2";23
2021-07-22;"Dose One";"3";17
2021-07-22;"Dose One";"4";17
2021-07-22;"Dose Two";"0";98
2021-07-22;"Dose Two";"1";87
2021-07-22;"Dose Two";"2";77
2021-07-22;"Dose Two";"3";53
2021-07-22;"Dose Two";"4";53
2021-07-23;"Dose One";"0";41
2021-07-23;"Dose One";"1";32
2021-07-23;"Dose One";"2";18
2021-07-23;"Dose One";"3";16
2021-07-23;"Dose One";"4";18
2021-07-23;"Dose Two";"0";110
2021-07-23;"Dose Two";"1";73
2021-07-23;"Dose Two";"2";56
2021-07-23;"Dose Two";"3";67
2021-07-23;"Dose Two";"4";44
2021-07-24;"Dose One";"0";10
2021-07-24;"Dose One";"1";10
2021-07-24;"Dose One";"2";5
2021-07-24;"Dose One";"3";5
2021-07-24;"Dose One";"4";6
2021-07-24;"Dose Two";"0";13
2021-07-24;"Dose Two";"1";19
2021-07-24;"Dose Two";"2";18
2021-07-24;"Dose Two";"3";14
2021-07-24;"Dose Two";"4";12
2021-07-25;"Dose One";"0";9
2021-07-25;"Dose One";"1";6
2021-07-25;"Dose One";"3";3
2021-07-25;"Dose One";"4";4
2021-07-25;"Dose Two";"0";24
2021-07-25;"Dose Two";"1";12
2021-07-25;"Dose Two";"2";18
2021-07-25;"Dose Two";"3";19
2021-07-25;"Dose Two";"4";12
2021-07-26;"Dose One";"0";29
2021-07-26;"Dose One";"1";15
2021-07-26;"Dose One";"2";13
2021-07-26;"Dose One";"3";12
2021-07-26;"Dose One";"4";5
2021-07-26;"Dose Two";"0";42
2021-07-26;"Dose Two";"1";28
2021-07-26;"Dose Two";"2";28
2021-07-26;"Dose Two";"3";35
2021-07-26;"Dose Two";"4";19
2021-07-27;"Dose One";"0";41
2021-07-27;"Dose One";"1";32
2021-07-27;"Dose One";"2";23
2021-07-27;"Dose One";"3";13
2021-07-27;"Dose One";"4";6
2021-07-27;"Dose Two";"0";42
2021-07-27;"Dose Two";"1";33
2021-07-27;"Dose Two";"2";21
2021-07-27;"Dose Two";"3";26
2021-07-27;"Dose Two";"4";16
2021-07-28;"Dose One";"0";46
2021-07-28;"Dose One";"1";28
2021-07-28;"Dose One";"2";13
2021-07-28;"Dose One";"3";15
2021-07-28;"Dose One";"4";17
2021-07-28;"Dose Two";"0";42
2021-07-28;"Dose Two";"1";28
2021-07-28;"Dose Two";"2";24
2021-07-28;"Dose Two";"3";19
2021-07-28;"Dose Two";"4";26
2021-07-29;"Dose One";"0";47
2021-07-29;"Dose One";"1";30
2021-07-29;"Dose One";"2";23
2021-07-29;"Dose One";"3";21
2021-07-29;"Dose One";"4";10
2021-07-29;"Dose Two";"0";61
2021-07-29;"Dose Two";"1";44
2021-07-29;"Dose Two";"2";29
2021-07-29;"Dose Two";"3";23
2021-07-29;"Dose Two";"4";28
2021-07-29;"Booster";"4";1
2021-07-30;"Dose One";"0";31
2021-07-30;"Dose One";"1";33
2021-07-30;"Dose One";"2";19
2021-07-30;"Dose One";"3";21
2021-07-30;"Dose One";"4";19
2021-07-30;"Dose Two";"0";51
2021-07-30;"Dose Two";"1";44
2021-07-30;"Dose Two";"2";29
2021-07-30;"Dose Two";"3";23
2021-07-30;"Dose Two";"4";20
2021-07-31;"Dose One";"0";9
2021-07-31;"Dose One";"1";8
2021-07-31;"Dose One";"2";6
2021-07-31;"Dose One";"3";4
2021-07-31;"Dose One";"4";1
2021-07-31;"Dose Two";"0";25
2021-07-31;"Dose Two";"1";10
2021-07-31;"Dose Two";"2";7
2021-07-31;"Dose Two";"3";3
2021-07-31;"Dose Two";"4";2
2021-08-01;"Dose One";"0";11
2021-08-01;"Dose One";"1";2
2021-08-01;"Dose One";"2";2
2021-08-01;"Dose One";"3";2
2021-08-01;"Dose Two";"0";13
2021-08-01;"Dose Two";"1";6
2021-08-01;"Dose Two";"2";3
2021-08-01;"Dose Two";"3";5
2021-08-01;"Dose Two";"4";4
2021-08-02;"Dose One";"0";23
2021-08-02;"Dose One";"1";20
2021-08-02;"Dose One";"2";11
2021-08-02;"Dose One";"3";7
2021-08-02;"Dose One";"4";10
2021-08-02;"Dose Two";"0";27
2021-08-02;"Dose Two";"1";24
2021-08-02;"Dose Two";"2";13
2021-08-02;"Dose Two";"3";13
2021-08-02;"Dose Two";"4";9
2021-08-03;"Dose One";"0";59
2021-08-03;"Dose One";"1";30
2021-08-03;"Dose One";"2";21
2021-08-03;"Dose One";"3";18
2021-08-03;"Dose One";"4";13
2021-08-03;"Dose Two";"0";22
2021-08-03;"Dose Two";"1";15
2021-08-03;"Dose Two";"2";10
2021-08-03;"Dose Two";"3";10
2021-08-03;"Dose Two";"4";4
2021-08-04;"Dose One";"0";36
2021-08-04;"Dose One";"1";32
2021-08-04;"Dose One";"2";21
2021-08-04;"Dose One";"3";16
2021-08-04;"Dose One";"4";28
2021-08-04;"Dose Two";"0";27
2021-08-04;"Dose Two";"1";19
2021-08-04;"Dose Two";"2";11
2021-08-04;"Dose Two";"3";12
2021-08-04;"Dose Two";"4";10
2021-08-05;"Dose One";"0";46
2021-08-05;"Dose One";"1";27
2021-08-05;"Dose One";"2";14
2021-08-05;"Dose One";"3";17
2021-08-05;"Dose One";"4";16
2021-08-05;"Dose Two";"0";41
2021-08-05;"Dose Two";"1";24
2021-08-05;"Dose Two";"2";11
2021-08-05;"Dose Two";"3";10
2021-08-05;"Dose Two";"4";12
2021-08-06;"Dose One";"0";32
2021-08-06;"Dose One";"1";16
2021-08-06;"Dose One";"2";16
2021-08-06;"Dose One";"3";16
2021-08-06;"Dose One";"4";17
2021-08-06;"Dose Two";"0";38
2021-08-06;"Dose Two";"1";30
2021-08-06;"Dose Two";"2";10
2021-08-06;"Dose Two";"3";14
2021-08-06;"Dose Two";"4";13
2021-08-07;"Dose One";"0";10
2021-08-07;"Dose One";"1";11
2021-08-07;"Dose One";"2";2
2021-08-07;"Dose One";"3";3
2021-08-07;"Dose One";"4";1
2021-08-07;"Dose Two";"0";1
2021-08-07;"Dose Two";"1";4
2021-08-07;"Dose Two";"2";1
2021-08-07;"Dose Two";"4";1
2021-08-08;"Dose One";"0";9
2021-08-08;"Dose One";"1";3
2021-08-08;"Dose One";"2";4
2021-08-08;"Dose One";"3";2
2021-08-08;"Dose One";"4";1
2021-08-08;"Dose Two";"0";8
2021-08-08;"Dose Two";"2";3
2021-08-08;"Dose Two";"3";2
2021-08-08;"Dose Two";"4";1
2021-08-09;"Dose One";"0";12
2021-08-09;"Dose One";"1";10
2021-08-09;"Dose One";"2";16
2021-08-09;"Dose One";"3";2
2021-08-09;"Dose One";"4";11
2021-08-09;"Dose Two";"0";17
2021-08-09;"Dose Two";"1";5
2021-08-09;"Dose Two";"2";9
2021-08-09;"Dose Two";"3";7
2021-08-09;"Dose Two";"4";3
2021-08-10;"Dose One";"0";21
2021-08-10;"Dose One";"1";17
2021-08-10;"Dose One";"2";20
2021-08-10;"Dose One";"3";9
2021-08-10;"Dose One";"4";10
2021-08-10;"Dose Two";"0";12
2021-08-10;"Dose Two";"1";15
2021-08-10;"Dose Two";"2";7
2021-08-10;"Dose Two";"3";5
2021-08-10;"Dose Two";"4";8
2021-08-11;"Dose One";"0";22
2021-08-11;"Dose One";"1";19
2021-08-11;"Dose One";"2";15
2021-08-11;"Dose One";"3";17
2021-08-11;"Dose One";"4";8
2021-08-11;"Dose Two";"0";29
2021-08-11;"Dose Two";"1";16
2021-08-11;"Dose Two";"2";13
2021-08-11;"Dose Two";"3";10
2021-08-11;"Dose Two";"4";7
2021-08-12;"Dose One";"0";23
2021-08-12;"Dose One";"1";19
2021-08-12;"Dose One";"2";25
2021-08-12;"Dose One";"3";15
2021-08-12;"Dose One";"4";13
2021-08-12;"Dose Two";"0";51
2021-08-12;"Dose Two";"1";26
2021-08-12;"Dose Two";"2";9
2021-08-12;"Dose Two";"3";19
2021-08-12;"Dose Two";"4";19
2021-08-13;"Dose One";"0";31
2021-08-13;"Dose One";"1";23
2021-08-13;"Dose One";"2";18
2021-08-13;"Dose One";"3";13
2021-08-13;"Dose One";"4";25
2021-08-13;"Dose Two";"0";40
2021-08-13;"Dose Two";"1";39
2021-08-13;"Dose Two";"2";22
2021-08-13;"Dose Two";"3";22
2021-08-13;"Dose Two";"4";16
2021-08-14;"Dose One";"0";13
2021-08-14;"Dose One";"1";12
2021-08-14;"Dose One";"2";9
2021-08-14;"Dose One";"3";4
2021-08-14;"Dose One";"4";7
2021-08-14;"Dose Two";"0";7
2021-08-14;"Dose Two";"1";6
2021-08-14;"Dose Two";"2";3
2021-08-14;"Dose Two";"3";3
2021-08-14;"Dose Two";"4";2
2021-08-15;"Dose One";"0";4
2021-08-15;"Dose One";"4";3
2021-08-15;"Dose Two";"0";4
2021-08-15;"Dose Two";"1";2
2021-08-15;"Dose Two";"2";1
2021-08-15;"Dose Two";"3";2
2021-08-15;"Dose Two";"4";2
2021-08-16;"Dose One";"0";31
2021-08-16;"Dose One";"1";22
2021-08-16;"Dose One";"2";17
2021-08-16;"Dose One";"3";10
2021-08-16;"Dose One";"4";16
2021-08-16;"Dose Two";"0";17
2021-08-16;"Dose Two";"1";7
2021-08-16;"Dose Two";"2";17
2021-08-16;"Dose Two";"3";8
2021-08-16;"Dose Two";"4";9
2021-08-17;"Dose One";"0";28
2021-08-17;"Dose One";"1";17
2021-08-17;"Dose One";"2";8
2021-08-17;"Dose One";"3";12
2021-08-17;"Dose One";"4";10
2021-08-17;"Dose Two";"0";36
2021-08-17;"Dose Two";"1";22
2021-08-17;"Dose Two";"2";15
2021-08-17;"Dose Two";"3";10
2021-08-17;"Dose Two";"4";11
2021-08-18;"Dose One";"0";12
2021-08-18;"Dose One";"1";7
2021-08-18;"Dose One";"2";9
2021-08-18;"Dose One";"3";8
2021-08-18;"Dose One";"4";14
2021-08-18;"Dose Two";"0";34
2021-08-18;"Dose Two";"1";21
2021-08-18;"Dose Two";"2";10
2021-08-18;"Dose Two";"3";16
2021-08-18;"Dose Two";"4";13
2021-08-19;"Dose One";"0";22
2021-08-19;"Dose One";"1";19
2021-08-19;"Dose One";"2";19
2021-08-19;"Dose One";"3";10
2021-08-19;"Dose One";"4";9
2021-08-19;"Dose Two";"0";33
2021-08-19;"Dose Two";"1";25
2021-08-19;"Dose Two";"2";14
2021-08-19;"Dose Two";"3";8
2021-08-19;"Dose Two";"4";9
2021-08-20;"Dose One";"0";25
2021-08-20;"Dose One";"1";11
2021-08-20;"Dose One";"2";13
2021-08-20;"Dose One";"3";12
2021-08-20;"Dose One";"4";15
2021-08-20;"Dose Two";"0";30
2021-08-20;"Dose Two";"1";25
2021-08-20;"Dose Two";"2";11
2021-08-20;"Dose Two";"3";11
2021-08-20;"Dose Two";"4";10
2021-08-21;"Dose One";"0";3
2021-08-21;"Dose One";"1";4
2021-08-21;"Dose One";"2";2
2021-08-21;"Dose One";"3";4
2021-08-21;"Dose One";"4";1
2021-08-21;"Dose Two";"0";22
2021-08-21;"Dose Two";"1";12
2021-08-21;"Dose Two";"2";8
2021-08-21;"Dose Two";"3";8
2021-08-21;"Dose Two";"4";4
2021-08-22;"Dose One";"0";1
2021-08-22;"Dose One";"1";1
2021-08-22;"Dose Two";"0";6
2021-08-22;"Dose Two";"1";3
2021-08-22;"Dose Two";"2";1
2021-08-23;"Dose One";"0";13
2021-08-23;"Dose One";"1";8
2021-08-23;"Dose One";"2";5
2021-08-23;"Dose One";"3";7
2021-08-23;"Dose One";"4";2
2021-08-23;"Dose Two";"0";30
2021-08-23;"Dose Two";"1";18
2021-08-23;"Dose Two";"2";11
2021-08-23;"Dose Two";"3";15
2021-08-23;"Dose Two";"4";5
2021-08-24;"Dose One";"0";9
2021-08-24;"Dose One";"1";9
2021-08-24;"Dose One";"2";7
2021-08-24;"Dose One";"3";7
2021-08-24;"Dose One";"4";6
2021-08-24;"Dose Two";"0";44
2021-08-24;"Dose Two";"1";39
2021-08-24;"Dose Two";"2";17
2021-08-24;"Dose Two";"3";12
2021-08-24;"Dose Two";"4";10
2021-08-25;"Dose One";"0";11
2021-08-25;"Dose One";"1";8
2021-08-25;"Dose One";"2";8
2021-08-25;"Dose One";"3";5
2021-08-25;"Dose One";"4";11
2021-08-25;"Dose Two";"0";28
2021-08-25;"Dose Two";"1";28
2021-08-25;"Dose Two";"2";21
2021-08-25;"Dose Two";"3";12
2021-08-25;"Dose Two";"4";14
2021-08-26;"Dose One";"0";7
2021-08-26;"Dose One";"1";9
2021-08-26;"Dose One";"2";10
2021-08-26;"Dose One";"3";9
2021-08-26;"Dose One";"4";6
2021-08-26;"Dose Two";"0";46
2021-08-26;"Dose Two";"1";26
2021-08-26;"Dose Two";"2";16
2021-08-26;"Dose Two";"3";12
2021-08-26;"Dose Two";"4";15
2021-08-27;"Dose One";"0";8
2021-08-27;"Dose One";"1";10
2021-08-27;"Dose One";"2";3
2021-08-27;"Dose One";"3";7
2021-08-27;"Dose One";"4";9
2021-08-27;"Dose Two";"0";38
2021-08-27;"Dose Two";"1";30
2021-08-27;"Dose Two";"2";16
2021-08-27;"Dose Two";"3";25
2021-08-27;"Dose Two";"4";13
2021-08-28;"Dose One";"0";4
2021-08-28;"Dose One";"1";2
2021-08-28;"Dose One";"4";1
2021-08-28;"Dose Two";"0";14
2021-08-28;"Dose Two";"1";11
2021-08-28;"Dose Two";"2";2
2021-08-28;"Dose Two";"3";2
2021-08-28;"Dose Two";"4";1
2021-08-29;"Dose One";"0";1
2021-08-29;"Dose One";"2";1
2021-08-29;"Dose One";"4";3
2021-08-29;"Dose Two";"0";6
2021-08-29;"Dose Two";"1";2
2021-08-29;"Dose Two";"2";3
2021-08-29;"Dose Two";"3";3
2021-08-29;"Dose Two";"4";2
2021-08-30;"Dose One";"0";5
2021-08-30;"Dose One";"1";4
2021-08-30;"Dose One";"2";5
2021-08-30;"Dose One";"3";4
2021-08-30;"Dose One";"4";4
2021-08-30;"Dose Two";"0";13
2021-08-30;"Dose Two";"1";10
2021-08-30;"Dose Two";"2";13
2021-08-30;"Dose Two";"3";4
2021-08-30;"Dose Two";"4";12
2021-08-31;"Dose One";"0";17
2021-08-31;"Dose One";"1";6
2021-08-31;"Dose One";"2";5
2021-08-31;"Dose One";"3";1
2021-08-31;"Dose One";"4";3
2021-08-31;"Dose Two";"0";25
2021-08-31;"Dose Two";"1";15
2021-08-31;"Dose Two";"2";16
2021-08-31;"Dose Two";"3";12
2021-08-31;"Dose Two";"4";3
2021-09-01;"Dose One";"0";12
2021-09-01;"Dose One";"1";7
2021-09-01;"Dose One";"2";4
2021-09-01;"Dose One";"3";4
2021-09-01;"Dose One";"4";5
2021-09-01;"Dose Two";"0";20
2021-09-01;"Dose Two";"1";15
2021-09-01;"Dose Two";"2";17
2021-09-01;"Dose Two";"3";11
2021-09-01;"Dose Two";"4";13
2021-09-02;"Dose One";"0";15
2021-09-02;"Dose One";"1";8
2021-09-02;"Dose One";"2";6
2021-09-02;"Dose One";"3";4
2021-09-02;"Dose One";"4";3
2021-09-02;"Dose Two";"0";19
2021-09-02;"Dose Two";"1";14
2021-09-02;"Dose Two";"2";15
2021-09-02;"Dose Two";"3";8
2021-09-02;"Dose Two";"4";11
2021-09-03;"Dose One";"0";10
2021-09-03;"Dose One";"1";7
2021-09-03;"Dose One";"2";2
2021-09-03;"Dose One";"3";4
2021-09-03;"Dose One";"4";5
2021-09-03;"Dose Two";"0";26
2021-09-03;"Dose Two";"1";24
2021-09-03;"Dose Two";"2";9
2021-09-03;"Dose Two";"3";10
2021-09-03;"Dose Two";"4";12
2021-09-04;"Dose One";"0";2
2021-09-04;"Dose One";"1";1
2021-09-04;"Dose One";"2";2
2021-09-04;"Dose One";"4";1
2021-09-04;"Dose Two";"0";4
2021-09-04;"Dose Two";"1";7
2021-09-04;"Dose Two";"2";3
2021-09-04;"Dose Two";"3";5
2021-09-04;"Dose Two";"4";3
2021-09-05;"Dose One";"0";1
2021-09-05;"Dose One";"1";2
2021-09-05;"Dose One";"3";1
2021-09-05;"Dose Two";"0";6
2021-09-05;"Dose Two";"1";1
2021-09-05;"Dose Two";"4";1
2021-09-06;"Dose One";"0";8
2021-09-06;"Dose One";"1";5
2021-09-06;"Dose One";"2";6
2021-09-06;"Dose One";"3";3
2021-09-06;"Dose One";"4";4
2021-09-06;"Dose Two";"0";18
2021-09-06;"Dose Two";"1";14
2021-09-06;"Dose Two";"2";7
2021-09-06;"Dose Two";"3";5
2021-09-06;"Dose Two";"4";8
2021-09-07;"Dose One";"0";11
2021-09-07;"Dose One";"1";10
2021-09-07;"Dose One";"2";7
2021-09-07;"Dose One";"3";3
2021-09-07;"Dose One";"4";5
2021-09-07;"Dose Two";"0";14
2021-09-07;"Dose Two";"1";8
2021-09-07;"Dose Two";"2";4
2021-09-07;"Dose Two";"3";5
2021-09-07;"Dose Two";"4";7
2021-09-08;"Dose One";"0";11
2021-09-08;"Dose One";"1";8
2021-09-08;"Dose One";"2";3
2021-09-08;"Dose One";"3";7
2021-09-08;"Dose One";"4";7
2021-09-08;"Dose Two";"0";17
2021-09-08;"Dose Two";"1";4
2021-09-08;"Dose Two";"2";2
2021-09-08;"Dose Two";"3";3
2021-09-08;"Dose Two";"4";8
2021-09-09;"Dose One";"0";19
2021-09-09;"Dose One";"1";13
2021-09-09;"Dose One";"2";9
2021-09-09;"Dose One";"3";5
2021-09-09;"Dose One";"4";7
2021-09-09;"Dose Two";"0";17
2021-09-09;"Dose Two";"1";14
2021-09-09;"Dose Two";"2";11
2021-09-09;"Dose Two";"3";8
2021-09-09;"Dose Two";"4";6
2021-09-10;"Dose One";"0";11
2021-09-10;"Dose One";"1";9
2021-09-10;"Dose One";"2";6
2021-09-10;"Dose One";"3";8
2021-09-10;"Dose One";"4";2
2021-09-10;"Dose Two";"0";12
2021-09-10;"Dose Two";"1";12
2021-09-10;"Dose Two";"2";9
2021-09-10;"Dose Two";"3";11
2021-09-10;"Dose Two";"4";16
2021-09-10;"Booster";"0";3
2021-09-10;"Booster";"1";1
2021-09-10;"Booster";"2";1
2021-09-10;"Booster";"3";1
2021-09-10;"Booster";"4";4
2021-09-11;"Dose One";"0";2
2021-09-11;"Dose One";"1";1
2021-09-11;"Dose One";"2";2
2021-09-11;"Dose One";"3";1
2021-09-11;"Dose Two";"0";3
